Codigo_IBGE,Municipio,UF,Regiao,Populacao_2024,Faixa_populacao,Onibus_intramunicipal,Onibus_intermunicipal,Intermunicipal_circula_interno,Frota_adaptada_PCD,Tem_onibus_publico_local,Classificacao,Status_Verificacao_Web,Fonte_Verificacao,Data_Verificacao,Observacao_Verificacao
5103361,Conquista DOeste,MT,5 - Centro-Oeste,3874,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5103379,Cotriguaçu,MT,5 - Centro-Oeste,10398,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103403,Cuiabá,MT,5 - Centro-Oeste,682932,7 - Maior que 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Sistema de transporte público municipal amplamente documentado (site da prefeitura/empresa de transporte municipal),2026-08-07,Capital estadual com sistema de ônibus urbano consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
5103437,Curvelândia,MT,5 - Centro-Oeste,4967,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103452,Denise,MT,5 - Centro-Oeste,6815,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103502,Diamantino,MT,5 - Centro-Oeste,22479,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5103601,Dom Aquino,MT,5 - Centro-Oeste,7915,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103700,Feliz Natal,MT,5 - Centro-Oeste,10564,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou texto genérico/padronizado de baixa confiabilidade; sem confirmação confiável específica. Mantido dado original do MUNIC.
5103809,Figueirópolis DOeste,MT,5 - Centro-Oeste,3112,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103858,Gaúcha do Norte,MT,5 - Centro-Oeste,9181,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103908,General Carneiro,MT,5 - Centro-Oeste,6250,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5103957,Glória DOeste,MT,5 - Centro-Oeste,2899,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5104104,Guarantã do Norte,MT,5 - Centro-Oeste,31328,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5104203,Guiratinga,MT,5 - Centro-Oeste,10532,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5104500,Indiavaí,MT,5 - Centro-Oeste,2194,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5104526,Ipiranga do Norte,MT,5 - Centro-Oeste,8409,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária intermunicipal (Ipiranga do Norte-MT),2026-08-08,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
5104542,Itanhangá,MT,5 - Centro-Oeste,8049,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Texto genérico/templado indica predomínio de transporte particular (Itanhangá-MT),2026-08-08,"Texto padronizado característico de conteúdo genérico, não confiável como evidência definitiva"
5104559,Itaúba,MT,5 - Centro-Oeste,5161,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5104609,Itiquira,MT,5 - Centro-Oeste,12519,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5104807,Jaciara,MT,5 - Centro-Oeste,29560,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5104906,Jangada,MT,5 - Centro-Oeste,7447,2 - 5001 até 10000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5105002,Jauru,MT,5 - Centro-Oeste,8076,2 - 5001 até 10000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5105101,Juara,MT,5 - Centro-Oeste,35899,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5105150,Juína,MT,5 - Centro-Oeste,47800,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5105176,Juruena,MT,5 - Centro-Oeste,10149,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5105200,Juscimeira,MT,5 - Centro-Oeste,11620,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5105234,Lambari DOeste,MT,5 - Centro-Oeste,4724,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5105259,Lucas do Rio Verde,MT,5 - Centro-Oeste,92256,5 - 50001 até 100000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5105309,Luciara,MT,5 - Centro-Oeste,2591,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5105507,Vila Bela da Santíssima Trindade,MT,5 - Centro-Oeste,17384,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5105580,Marcelândia,MT,5 - Centro-Oeste,11414,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5105606,Matupá,MT,5 - Centro-Oeste,21415,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5105622,Mirassol dOeste,MT,5 - Centro-Oeste,27511,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5105903,Nobres,MT,5 - Centro-Oeste,15753,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106000,Nortelândia,MT,5 - Centro-Oeste,5935,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária intermunicipal (Nortelândia-MT),2026-08-10,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
5106109,Nossa Senhora do Livramento,MT,5 - Centro-Oeste,11658,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou empresa homônima que atua em outra região; sem confirmação confiável específica. Mantido dado original do MUNIC.
5106158,Nova Bandeirantes,MT,5 - Centro-Oeste,14160,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106174,Nova Nazaré,MT,5 - Centro-Oeste,4467,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5106182,Nova Lacerda,MT,5 - Centro-Oeste,6965,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Empresas listadas (FMT, AGH, GMR) parecem ser transportadoras de carga/rodoviárias, sem evidência de ônibus urbano (Nova Lacerda-MT)",2026-08-10,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
5106190,Nova Santa Helena,MT,5 - Centro-Oeste,4431,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106208,Nova Brasilândia,MT,5 - Centro-Oeste,3853,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5106216,Nova Canaã do Norte,MT,5 - Centro-Oeste,11771,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106224,Nova Mutum,MT,5 - Centro-Oeste,61223,5 - 50001 até 100000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5106232,Nova Olímpia,MT,5 - Centro-Oeste,16314,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal; sem confirmação confiável específica. Mantido dado original do MUNIC.
5106240,Nova Ubiratã,MT,5 - Centro-Oeste,12108,3 - 10001 até 20000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5106257,Nova Xavantina,MT,5 - Centro-Oeste,25486,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-07,Apenas rodoviária intermunicipal; sem fonte específica sobre ônibus urbano. Mantido dado original do MUNIC.
5106265,Novo Mundo,MT,5 - Centro-Oeste,6444,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,"Fonte indica ausência de sistema extenso de transporte público, com táxi/mototáxi como alternativa (Novo Mundo-MT)",2026-08-10,"Evidência sugere ausência de ônibus urbano, mas não é fonte formal suficiente para Confirmado"
5106273,Novo Horizonte do Norte,MT,5 - Centro-Oeste,3307,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106281,Novo São Joaquim,MT,5 - Centro-Oeste,7160,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106299,Paranaíta,MT,5 - Centro-Oeste,11989,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106307,Paranatinga,MT,5 - Centro-Oeste,28228,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5106315,Novo Santo Antônio,MT,5 - Centro-Oeste,2040,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5106372,Pedra Preta,MT,5 - Centro-Oeste,18722,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106422,Peixoto de Azevedo,MT,5 - Centro-Oeste,33599,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106455,Planalto da Serra,MT,5 - Centro-Oeste,3287,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106505,Poconé,MT,5 - Centro-Oeste,31269,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106653,Pontal do Araguaia,MT,5 - Centro-Oeste,7299,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária intermunicipal (Pontal do Araguaia-MT),2026-08-10,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
5106703,Ponte Branca,MT,5 - Centro-Oeste,2076,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106752,Pontes e Lacerda,MT,5 - Centro-Oeste,54795,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106778,Porto Alegre do Norte,MT,5 - Centro-Oeste,12524,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106802,Porto dos Gaúchos,MT,5 - Centro-Oeste,5690,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106828,Porto Esperidião,MT,5 - Centro-Oeste,10167,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5106851,Porto Estrela,MT,5 - Centro-Oeste,3181,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107008,Poxoréu,MT,5 - Centro-Oeste,24587,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107040,Primavera do Leste,MT,5 - Centro-Oeste,92927,5 - 50001 até 100000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107065,Querência,MT,5 - Centro-Oeste,29820,4 - 20001 até 50000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Confirmado,Busca web sobre mobilidade urbana em Querência/MT,2026-08-07,Confirmado explicitamente: 'Querência não possui sistema de transporte público urbano de ônibus ou metrô'; locomoção interna é por veículo particular/moto.
5107107,São José dos Quatro Marcos,MT,5 - Centro-Oeste,17830,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107156,Reserva do Cabaçal,MT,5 - Centro-Oeste,2062,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107180,Ribeirão Cascalheira,MT,5 - Centro-Oeste,10431,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal/escolar; sem confirmação confiável específica de ônibus urbano. Mantido dado original do MUNIC.
5107198,Ribeirãozinho,MT,5 - Centro-Oeste,2697,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107206,Rio Branco,MT,5 - Centro-Oeste,4489,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107248,Santa Carmem,MT,5 - Centro-Oeste,5677,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5107263,Santo Afonso,MT,5 - Centro-Oeste,2460,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107297,São José do Povo,MT,5 - Centro-Oeste,2780,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107305,São José do Rio Claro,MT,5 - Centro-Oeste,14662,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5107354,São José do Xingu,MT,5 - Centro-Oeste,6168,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107404,São Pedro da Cipa,MT,5 - Centro-Oeste,4247,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107578,Rondolândia,MT,5 - Centro-Oeste,3527,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107602,Rondonópolis,MT,5 - Centro-Oeste,259167,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5107701,Rosário Oeste,MT,5 - Centro-Oeste,15236,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Apenas rodoviária intermunicipal; sem fonte específica sobre ônibus urbano. Mantido dado original do MUNIC.
5107743,Santa Cruz do Xingu,MT,5 - Centro-Oeste,2834,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107750,Salto do Céu,MT,5 - Centro-Oeste,3679,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107768,Santa Rita do Trivelato,MT,5 - Centro-Oeste,3463,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107776,Santa Terezinha,MT,5 - Centro-Oeste,7720,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107792,Santo Antônio do Leste,MT,5 - Centro-Oeste,4212,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107800,Santo Antônio do Leverger,MT,5 - Centro-Oeste,16795,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5107859,São Félix do Araguaia,MT,5 - Centro-Oeste,14332,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5107875,Sapezal,MT,5 - Centro-Oeste,31499,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107883,Serra Nova Dourada,MT,5 - Centro-Oeste,1901,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5107909,Sinop,MT,5 - Centro-Oeste,216029,6 - 100001 até 500000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5107925,Sorriso,MT,5 - Centro-Oeste,120985,6 - 100001 até 500000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5107941,Tabaporã,MT,5 - Centro-Oeste,9908,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5107958,Tangará da Serra,MT,5 - Centro-Oeste,112547,6 - 100001 até 500000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5108006,Tapurah,MT,5 - Centro-Oeste,15272,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5108055,Terra Nova do Norte,MT,5 - Centro-Oeste,10641,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5108105,Tesouro,MT,5 - Centro-Oeste,2977,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5108204,Torixoréu,MT,5 - Centro-Oeste,4230,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5108303,União do Sul,MT,5 - Centro-Oeste,3897,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5108352,Vale de São Domingos,MT,5 - Centro-Oeste,2907,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5108402,Várzea Grande,MT,5 - Centro-Oeste,314627,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
5108501,Vera,MT,5 - Centro-Oeste,13389,3 - 10001 até 20000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,,2026-08-08,Busca retornou apenas informações sobre rodoviária/transporte intermunicipal ou localidades homônimas; sem confirmação confiável específica. Mantido dado original do MUNIC.
5108600,Vila Rica,MT,5 - Centro-Oeste,19827,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5108808,Nova Guarita,MT,5 - Centro-Oeste,4579,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas transporte intermunicipal (Nova Guarita-MT),2026-08-13,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
5108857,Nova Marilândia,MT,5 - Centro-Oeste,3678,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5108907,Nova Maringá,MT,5 - Centro-Oeste,5775,2 - 5001 até 10000,Não informou,Não informou,Não informou,Não informou,Sem info,Sem informação (recusa/não informou),Pendente,,,
5108956,Nova Monte Verde,MT,5 - Centro-Oeste,8451,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5200050,Abadia de Goiás,GO,5 - Centro-Oeste,21165,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5200100,Abadiânia,GO,5 - Centro-Oeste,17638,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200134,Acreúna,GO,5 - Centro-Oeste,21995,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5200159,Adelândia,GO,5 - Centro-Oeste,2297,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5200175,Água Fria de Goiás,GO,5 - Centro-Oeste,4991,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200209,Água Limpa,GO,5 - Centro-Oeste,1856,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5200258,Águas Lindas de Goiás,GO,5 - Centro-Oeste,240613,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5200308,Alexânia,GO,5 - Centro-Oeste,28009,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200506,Aloândia,GO,5 - Centro-Oeste,1984,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5200555,Alto Horizonte,GO,5 - Centro-Oeste,6375,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200605,Alto Paraíso de Goiás,GO,5 - Centro-Oeste,10936,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200803,Alvorada do Norte,GO,5 - Centro-Oeste,8597,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200829,Amaralina,GO,5 - Centro-Oeste,3281,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5200852,Americano do Brasil,GO,5 - Centro-Oeste,5281,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5200902,Amorinópolis,GO,5 - Centro-Oeste,2952,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5201108,Anápolis,GO,5 - Centro-Oeste,415847,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
5201207,Anhanguera,GO,5 - Centro-Oeste,921,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5201306,Anicuns,GO,5 - Centro-Oeste,18443,3 - 10001 até 20000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5201405,Aparecida de Goiânia,GO,5 - Centro-Oeste,550925,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
5201454,Aparecida do Rio Doce,GO,5 - Centro-Oeste,3012,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5201504,Aporé,GO,5 - Centro-Oeste,4452,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5201603,Araçu,GO,5 - Centro-Oeste,3842,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5201702,Aragarças,GO,5 - Centro-Oeste,18604,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5201801,Aragoiânia,GO,5 - Centro-Oeste,12554,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
5202155,Araguapaz,GO,5 - Centro-Oeste,7182,2 - 5001 até 10000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5202353,Arenópolis,GO,5 - Centro-Oeste,2930,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
5202502,Aruanã,GO,5 - Centro-Oeste,8515,2 - 5001 até 10000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5202601,Aurilândia,GO,5 - Centro-Oeste,3266,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5202809,Avelinópolis,GO,5 - Centro-Oeste,2963,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203104,Baliza,GO,5 - Centro-Oeste,3335,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203203,Barro Alto,GO,5 - Centro-Oeste,10738,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203302,Bela Vista de Goiás,GO,5 - Centro-Oeste,36583,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
5203401,Bom Jardim de Goiás,GO,5 - Centro-Oeste,7824,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203500,Bom Jesus de Goiás,GO,5 - Centro-Oeste,24701,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203559,Bonfinópolis,GO,5 - Centro-Oeste,10828,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
5203575,Bonópolis,GO,5 - Centro-Oeste,3306,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
